task_priority,task_duration,deadline_hours,slot_start_hour,slot_duration,preferred_start_hour,day_of_week,is_weekend,repeated_task,reminder_exists,category,duration_fit,user_available,before_deadline,valid_slot,preferred_time_match,priority_score,deadline_pressure,duration_efficiency,suitability_score
5,30,93,8,60,16,3,1,0,1,5,1,1,1,1,0.1353352832366127,1.0,0.4464285714285714,0.5,0.5541903962133281
1,30,97,6,30,16,2,1,0,0,1,1,1,1,1,0.0820849986238988,0.2,0.42261904761904767,1.0,0.24353861068324514
3,30,105,6,30,18,6,1,0,0,0,1,1,1,1,0.049787068367863944,0.6,0.375,1.0,0.3656751322000182
1,120,161,8,150,17,6,1,0,0,3,1,1,1,1,0.10539922456186433,0.2,0.04166666666666663,0.8,0.150544859311102
5,45,157,7,45,21,4,1,1,0,3,1,1,1,1,0.0820849986238988,1.0,0.06547619047619047,1.0,0.44415446146740434
1,30,146,7,60,18,2,0,0,1,2,1,1,1,1,0.06392786120670757,0.2,0.13095238095238093,0.5,0.18919356800608986
3,45,168,10,150,9,0,1,0,0,4,1,1,1,1,0.7788007830714049,0.6,0.0,0.3,0.392340886298308
4,60,139,7,180,15,6,0,0,0,0,1,1,1,1,0.1353352832366127,0.8,0.17261904761904767,0.3333333333333333,0.39150044599316186
4,60,66,6,90,12,4,1,0,0,4,1,1,1,1,0.22313016014842982,0.8,0.6071428571428572,0.6666666666666666,0.5581924340988363
3,90,71,6,150,13,5,1,1,0,0,1,1,1,1,0.17377394345044514,0.6,0.5773809523809523,0.6,0.4764571033631558
3,60,109,7,150,6,6,0,1,0,2,1,1,1,1,0.7788007830714049,0.6,0.35119047619047616,0.4,0.5348285352710842
4,30,160,7,180,7,4,0,0,0,3,1,1,1,1,1.0,0.8,0.04761904761904767,0.16666666666666666,0.510664732585037
2,45,68,8,60,7,3,0,0,1,1,1,1,1,1,0.7788007830714049,0.4,0.5952380952380952,0.75,0.5618113916218046
4,30,41,6,180,14,3,0,0,0,3,1,1,1,1,0.1353352832366127,0.8,0.7559523809523809,0.16666666666666666,0.5719023586170364
4,45,66,8,150,9,2,0,0,0,5,1,1,1,1,0.7788007830714049,0.8,0.6071428571428572,0.3,0.6563371780602926
5,30,120,10,90,9,5,0,0,1,0,1,1,1,1,0.7788007830714049,1.0,0.2857142857142857,0.3333333333333333,0.6715322492565433
1,150,122,8,150,7,5,1,0,0,1,1,1,1,1,0.7788007830714049,0.2,0.27380952380952384,1.0,0.34828372098316573
1,45,162,9,180,8,2,1,0,1,4,1,1,1,1,0.7788007830714049,0.2,0.0357142857142857,0.25,0.29152387735201585
1,45,80,8,180,8,3,0,0,0,5,1,1,1,1,1.0,0.2,0.5238095238095238,0.25,0.5040500022276265
2,120,101,7,180,10,2,1,0,0,1,1,1,1,1,0.4723665527410147,0.4,0.39880952380952384,0.6666666666666666,0.40854395883439726
4,30,81,8,30,6,1,0,0,0,2,1,1,1,1,0.6065306597126334,0.8,0.5178571428571428,1.0,0.6512813120270121
3,30,130,9,120,10,2,1,0,0,1,1,1,1,1,0.7788007830714049,0.6,0.22619047619047616,0.25,0.5035942116479106
4,60,144,9,150,9,1,0,0,0,2,1,1,1,1,1.0,0.8,0.1428571428571429,0.4,0.6191988804623
4,120,113,8,120,13,4,1,0,0,1,1,1,1,1,0.2865047968601901,0.8,0.32738095238095233,1.0,0.4831462199864506
5,30,16,6,120,11,4,1,0,0,4,1,1,1,1,0.2865047968601901,1.0,0.9047619047619048,0.25,0.6698619128378119
5,120,58,6,120,6,3,0,0,0,5,1,1,1,1,1.0,1.0,0.6547619047619048,1.0,0.8192718649266667
1,60,138,8,180,11,1,0,0,1,3,1,1,1,1,0.4723665527410147,0.2,0.1785714285714286,0.3333333333333333,0.312557421622147
1,45,100,6,120,8,5,0,1,0,4,1,1,1,1,0.6065306597126334,0.2,0.40476190476190477,0.375,0.40791130532852193
4,60,141,9,180,22,4,0,0,1,1,1,1,1,1,0.06392786120670757,0.8,0.1607142857142857,0.3333333333333333,0.39236317794183206
3,60,69,6,180,21,6,1,0,0,4,1,1,1,1,0.10539922456186433,0.6,0.5892857142857143,0.3333333333333333,0.44474227879278727
2,90,167,8,150,13,6,1,0,0,2,1,1,1,1,0.2865047968601901,0.4,0.005952380952380931,0.6,0.285468173514088
1,45,151,7,150,9,4,0,0,0,5,1,1,1,1,0.6065306597126334,0.2,0.10119047619047616,0.3,0.27211655983700583
1,30,119,7,90,21,0,1,1,0,0,1,1,1,1,0.0820849986238988,0.2,0.29166666666666663,0.3333333333333333,0.2050088349578398
1,120,151,6,150,6,0,1,1,1,0,1,1,1,1,1.0,0.2,0.10119047619047616,0.8,0.4124206136779229
5,45,131,10,60,22,3,0,0,0,5,1,1,1,1,0.049787068367863944,1.0,0.22023809523809523,0.75,0.4652905664772914
2,30,60,8,180,14,5,0,0,1,4,1,1,1,1,0.22313016014842982,0.4,0.6428571428571428,0.16666666666666666,0.4141139275732741
4,30,56,7,30,16,3,1,0,1,3,1,1,1,1,0.10539922456186433,0.8,0.6666666666666667,1.0,0.5798078890565194
1,30,162,10,120,20,4,1,0,0,1,1,1,1,1,0.0820849986238988,0.2,0.0357142857142857,0.25,0.11303936555008576
2,60,139,10,180,8,6,0,0,0,2,1,1,1,1,0.6065306597126334,0.4,0.17261904761904767,0.3333333333333333,0.34691256961831035
2,60,108,9,90,9,2,1,0,0,5,1,1,1,1,1.0,0.4,0.3571428571428571,0.6666666666666666,0.5232866669636642
5,30,100,7,45,15,5,1,0,0,5,1,1,1,1,0.1353352832366127,1.0,0.40476190476190477,0.6666666666666666,0.5774841578551272
4,60,152,8,150,15,3,1,0,0,5,1,1,1,1,0.17377394345044514,0.8,0.09523809523809523,0.4,0.3464427456577579
5,30,128,9,60,18,0,1,1,0,0,1,1,1,1,0.10539922456186433,1.0,0.23809523809523814,0.5,0.49008917536110325
4,60,58,7,120,10,6,0,0,1,5,1,1,1,1,0.4723665527410147,0.8,0.6547619047619048,0.5,0.6667949582898167
4,45,125,10,150,8,0,1,0,0,3,1,1,1,1,0.6065306597126334,0.8,0.25595238095238093,0.3,0.5168144279544886
1,45,91,6,120,19,5,0,0,0,3,1,1,1,1,0.06392786120670757,0.2,0.45833333333333337,0.375,0.22594246945886312
5,45,114,6,180,16,5,1,1,0,0,1,1,1,1,0.0820849986238988,1.0,0.3214285714285714,0.25,0.5507792772067795
5,45,119,9,150,10,2,1,1,1,0,1,1,1,1,0.7788007830714049,1.0,0.29166666666666663,0.3,0.7750536642296719
2,45,90,9,45,22,0,0,0,0,1,1,1,1,1,0.06392786120670757,0.4,0.4642857142857143,1.0,0.309185009224329
1,45,150,7,45,18,0,1,0,0,1,1,1,1,1,0.06392786120670757,0.2,0.1071428571428571,1.0,0.15767803472019853
3,90,59,6,180,9,5,0,0,0,2,1,1,1,1,0.4723665527410147,0.6,0.6488095238095238,0.5,0.5789622369770498
4,30,91,7,150,15,6,1,1,1,4,1,1,1,1,0.1353352832366127,0.8,0.45833333333333337,0.2,0.5387007582211136
3,30,19,6,120,11,0,0,0,1,1,1,1,1,1,0.2865047968601901,0.6,0.8869047619047619,0.25,0.5870907052993524
1,45,121,7,90,12,5,1,0,0,5,1,1,1,1,0.2865047968601901,0.2,0.27976190476190477,0.5,0.26418745317801867
2,30,71,7,150,14,0,1,1,0,1,1,1,1,1,0.17377394345044514,0.4,0.5773809523809523,0.2,0.3809300984767279
3,30,123,7,60,6,1,0,0,1,0,1,1,1,1,0.7788007830714049,0.6,0.2678571428571429,0.5,0.5357628479100462
3,60,96,8,150,22,1,0,0,0,1,1,1,1,1,0.0820849986238988,0.6,0.4285714285714286,0.4,0.4260600298499526
3,30,101,8,120,18,1,0,1,0,4,1,1,1,1,0.0820849986238988,0.6,0.39880952380952384,0.25,0.44231465330787545
1,120,88,7,120,10,4,0,0,0,5,1,1,1,1,0.4723665527410147,0.2,0.47619047619047616,1.0,0.3612135036351618
3,45,125,8,150,19,3,0,0,0,0,1,1,1,1,0.06392786120670757,0.6,0.25595238095238093,0.3,0.3513487082407234
2,30,150,8,150,7,3,1,0,0,1,1,1,1,1,0.7788007830714049,0.4,0.1071428571428571,0.2,0.4472385854579941
1,45,125,10,150,16,5,0,1,0,4,1,1,1,1,0.22313016014842982,0.2,0.25595238095238093,0.3,0.22816899296198018
2,45,125,10,180,10,1,1,0,0,5,1,1,1,1,1.0,0.4,0.25595238095238093,0.25,0.48572484247034514
2,120,120,6,150,11,5,0,0,0,2,1,1,1,1,0.2865047968601901,0.4,0.2857142857142857,0.8,0.35401177068018297
1,150,141,8,150,21,6,0,0,1,4,1,1,1,1,0.06392786120670757,0.2,0.1607142857142857,1.0,0.21417710251429473
4,60,72,8,120,14,3,1,1,0,5,1,1,1,1,0.22313016014842982,0.8,0.5714285714285714,0.5,0.5397724581186453
1,45,107,6,180,8,5,0,0,1,5,1,1,1,1,0.6065306597126334,0.2,0.36309523809523814,0.25,0.32084820184410445
1,30,55,6,30,10,4,0,1,0,1,1,1,1,1,0.36787944117144233,0.2,0.6726190476190477,1.0,0.4926587691305908
4,45,149,8,120,13,1,1,0,0,3,1,1,1,1,0.2865047968601901,0.8,0.11309523809523814,0.375,0.3967569754055611
3,45,138,11,150,19,5,1,0,1,3,1,1,1,1,0.1353352832366127,0.6,0.1785714285714286,0.3,0.3085174265202353
5,45,104,7,60,13,1,0,0,1,5,1,1,1,1,0.22313016014842982,1.0,0.38095238095238093,0.75,0.6514375870102054
2,60,84,6,120,18,1,1,0,0,2,1,1,1,1,0.049787068367863944,0.4,0.5,0.5,0.3568214377591567
5,45,149,7,45,9,6,0,0,1,1,1,1,1,1,0.6065306597126334,1.0,0.11309523809523814,1.0,0.6109956569951887
1,30,137,9,60,8,1,0,0,0,2,1,1,1,1,0.7788007830714049,0.2,0.18452380952380953,0.5,0.3327622567151466
5,30,58,6,120,20,5,0,0,0,0,1,1,1,1,0.0820849986238988,1.0,0.6547619047619048,0.25,0.6021920042823317
3,60,134,9,180,13,4,0,0,0,3,1,1,1,1,0.36787944117144233,0.6,0.20238095238095233,0.3333333333333333,0.3646882889758078
4,60,159,7,150,20,6,1,1,1,0,1,1,1,1,0.06392786120670757,0.8,0.0535714285714286,0.4,0.3826720610416424
3,60,97,7,150,21,3,1,0,1,1,1,1,1,1,0.0820849986238988,0.6,0.42261904761904767,0.4,0.42020926540765313
2,30,146,9,60,10,3,1,0,1,5,1,1,1,1,0.7788007830714049,0.4,0.13095238095238093,0.5,0.3923700351905533
4,45,96,9,150,20,3,0,0,0,0,1,1,1,1,0.06392786120670757,0.8,0.4285714285714286,0.3,0.43420221606628173
2,120,160,7,120,22,0,0,0,0,0,1,1,1,1,0.10539922456186433,0.4,0.04761904761904767,1.0,0.2455149524298975
3,30,144,7,45,9,4,1,0,1,0,1,1,1,1,0.6065306597126334,0.6,0.1428571428571429,0.6666666666666666,0.4428898381989114
4,45,163,10,45,21,5,0,0,0,2,1,1,1,1,0.06392786120670757,0.8,0.029761904761904767,1.0,0.3285475671059731
5,150,112,6,180,8,0,0,0,1,1,1,1,1,1,0.6065306597126334,1.0,0.33333333333333337,0.8333333333333334,0.679574010441482
2,90,94,8,150,7,5,1,0,1,1,1,1,1,1,0.7788007830714049,0.4,0.44047619047619047,0.6,0.5020600843711812
2,60,46,6,60,18,4,0,1,1,5,1,1,1,1,0.049787068367863944,0.4,0.7261904761904762,1.0,0.4536367677948525
1,30,87,8,120,20,2,0,0,1,2,1,1,1,1,0.049787068367863944,0.2,0.4821428571428571,0.25,0.24382314695890334
3,120,111,6,180,10,5,1,1,0,5,1,1,1,1,0.36787944117144233,0.6,0.3392857142857143,0.6666666666666666,0.44177619681848707
5,150,107,7,150,17,4,0,1,0,5,1,1,1,1,0.0820849986238988,1.0,0.36309523809523814,1.0,0.5721581137198576
1,30,156,10,30,8,3,0,0,0,2,1,1,1,1,0.6065306597126334,0.2,0.0714285714285714,1.0,0.30595205736532954
4,30,111,10,45,18,4,1,0,0,4,1,1,1,1,0.1353352832366127,0.8,0.3392857142857143,0.6666666666666666,0.45107901485215834
2,45,87,6,120,13,2,0,1,0,2,1,1,1,1,0.17377394345044514,0.4,0.4821428571428571,0.375,0.36382983189645535
2,45,152,6,150,21,3,1,1,0,0,1,1,1,1,0.10539922456186433,0.4,0.09523809523809523,0.3,0.2067964047189187
5,45,113,7,150,19,2,0,1,1,4,1,1,1,1,0.049787068367863944,1.0,0.32738095238095233,0.3,0.5317698996787419
1,60,121,6,150,16,3,1,0,0,0,1,1,1,1,0.0820849986238988,0.2,0.27976190476190477,0.4,0.20499930517894704
3,90,110,6,120,19,0,1,0,1,2,1,1,1,1,0.06392786120670757,0.6,0.34523809523809523,0.75,0.3476080076494746
1,30,85,8,120,11,1,1,0,0,2,1,1,1,1,0.4723665527410147,0.2,0.49404761904761907,0.25,0.35670429246848484
1,45,136,10,45,15,1,1,1,0,2,1,1,1,1,0.2865047968601901,0.2,0.19047619047619047,1.0,0.26577073110622595
4,30,93,7,60,11,4,1,0,0,0,1,1,1,1,0.36787944117144233,0.8,0.4464285714285714,0.5,0.4797941375649215
5,30,126,8,30,18,2,1,0,1,3,1,1,1,1,0.0820849986238988,1.0,0.25,1.0,0.5140741029518816
1,60,143,7,150,17,2,1,1,1,2,1,1,1,1,0.0820849986238988,0.2,0.14880952380952384,0.4,0.18760220656701768
5,120,57,6,180,17,1,0,1,1,3,1,1,1,1,0.06392786120670757,1.0,0.6607142857142857,0.6666666666666666,0.6472572351265259
3,30,136,6,150,7,6,0,1,1,5,1,1,1,1,0.7788007830714049,0.6,0.19047619047619047,0.2,0.5381352085579673
2,30,57,7,90,15,0,1,0,1,1,1,1,1,1,0.1353352832366127,0.4,0.6607142857142857,0.3333333333333333,0.3936424899889232
1,45,81,8,90,19,3,0,0,0,2,1,1,1,1,0.06392786120670757,0.2,0.5178571428571428,0.5,0.24809185637022269
2,120,143,6,150,15,4,0,0,0,3,1,1,1,1,0.10539922456186433,0.4,0.14880952380952384,0.8,0.26735098338349594
1,90,87,6,150,14,0,1,0,0,5,1,1,1,1,0.1353352832366127,0.2,0.4821428571428571,0.6,0.3380841084291511
4,45,125,10,90,15,0,0,0,0,0,1,1,1,1,0.2865047968601901,0.8,0.25595238095238093,0.5,0.46367872565741297
1,150,158,8,150,13,0,0,1,1,1,1,1,1,1,0.2865047968601901,0.2,0.059523809523809534,1.0,0.26097877246795353
3,60,123,6,150,13,1,0,0,1,0,1,1,1,1,0.17377394345044514,0.6,0.2678571428571429,0.4,0.3710065772479417
1,120,146,7,120,16,0,1,1,1,3,1,1,1,1,0.10539922456186433,0.2,0.13095238095238093,1.0,0.2228023857354094
5,60,139,6,150,8,4,1,0,0,4,1,1,1,1,0.6065306597126334,1.0,0.17261904761904767,0.4,0.5708287916438253
4,30,110,7,150,18,3,1,0,0,4,1,1,1,1,0.06392786120670757,0.8,0.34523809523809523,0.2,0.406957423144201
2,30,132,11,60,15,1,0,0,1,5,1,1,1,1,0.36787944117144233,0.4,0.2142857142857143,0.5,0.3253602212616456
1,90,81,6,120,22,5,1,0,1,5,1,1,1,1,0.1353352832366127,0.2,0.5178571428571428,0.75,0.3205108935116319
5,120,63,6,150,6,0,0,1,1,3,1,1,1,1,1.0,1.0,0.625,0.8,0.9216217841127471
2,60,143,10,180,21,6,0,0,1,0,1,1,1,1,0.06392786120670757,0.4,0.14880952380952384,0.3333333333333333,0.2685039485063691
1,60,156,10,150,6,0,0,0,0,1,1,1,1,1,0.36787944117144233,0.2,0.0714285714285714,0.4,0.17900926691840252
2,60,87,7,120,9,4,1,0,0,2,1,1,1,1,0.6065306597126334,0.4,0.4821428571428571,0.5,0.4758312400096341
2,90,143,10,150,8,6,1,1,0,2,1,1,1,1,0.6065306597126334,0.4,0.14880952380952384,0.6,0.4230000176766178
2,45,152,6,120,12,1,1,1,1,2,1,1,1,1,0.22313016014842982,0.4,0.09523809523809523,0.375,0.3400775239998516
3,45,141,7,90,13,0,1,0,0,2,1,1,1,1,0.22313016014842982,0.6,0.1607142857142857,0.5,0.37225821540763404
1,90,57,6,90,16,4,0,0,1,2,1,1,1,1,0.0820849986238988,0.2,0.6607142857142857,1.0,0.35850694085477813
1,90,134,8,120,19,4,1,0,1,4,1,1,1,1,0.06392786120670757,0.2,0.20238095238095233,0.75,0.15487099374367
3,120,105,6,180,19,5,0,0,1,0,1,1,1,1,0.06392786120670757,0.6,0.375,0.6666666666666666,0.40585416324563045
4,60,125,10,120,12,6,0,0,1,1,1,1,1,1,0.6065306597126334,0.8,0.25595238095238093,0.5,0.5177343345372701
2,90,109,6,120,22,2,0,0,0,5,1,1,1,1,0.1353352832366127,0.4,0.35119047619047616,0.75,0.32527773093778384
3,30,100,7,120,6,6,0,0,0,1,1,1,1,1,0.7788007830714049,0.6,0.40476190476190477,0.25,0.5577446587469772
3,90,160,6,90,20,4,0,0,1,2,1,1,1,1,0.0820849986238988,0.6,0.04761904761904767,1.0,0.3329822048720358
1,120,89,6,180,21,6,1,1,1,4,1,1,1,1,0.10539922456186433,0.2,0.47023809523809523,0.6666666666666666,0.34133664902864524
4,45,99,7,150,21,3,0,0,0,5,1,1,1,1,0.0820849986238988,0.8,0.4107142857142857,0.3,0.42970060322455644
3,30,126,6,90,20,6,1,0,0,3,1,1,1,1,0.0820849986238988,0.6,0.25,0.3333333333333333,0.31654520893196
5,30,162,8,90,22,2,0,0,0,0,1,1,1,1,0.0820849986238988,1.0,0.0357142857142857,0.3333333333333333,0.4042342078654539
1,30,151,6,90,20,0,1,0,0,1,1,1,1,1,0.0820849986238988,0.2,0.10119047619047616,0.3333333333333333,0.14057771036983607
2,90,76,7,120,21,0,1,0,1,0,1,1,1,1,0.0820849986238988,0.4,0.5476190476190477,0.75,0.39374965315490285
5,30,119,9,60,11,0,0,1,0,3,1,1,1,1,0.6065306597126334,1.0,0.29166666666666663,0.5,0.623607490939389
3,120,161,6,120,20,5,1,0,0,1,1,1,1,1,0.0820849986238988,0.6,0.04166666666666663,1.0,0.26031209967610724
3,45,167,7,45,22,1,1,1,1,1,1,1,1,1,0.10539922456186433,0.6,0.005952380952380931,1.0,0.2979223260151006
2,30,89,8,150,21,2,1,0,0,1,1,1,1,1,0.06392786120670757,0.4,0.47023809523809523,0.2,0.3314998932740685
1,45,158,10,150,9,5,0,0,0,0,1,1,1,1,0.7788007830714049,0.2,0.059523809523809534,0.3,0.31221940727820297
1,60,168,6,90,7,5,0,0,1,5,1,1,1,1,0.7788007830714049,0.2,0.0,0.6666666666666666,0.3660891726052286
4,60,153,6,120,9,1,1,1,0,5,1,1,1,1,0.4723665527410147,0.8,0.0892857142857143,0.5,0.46952896394822824
3,45,159,11,45,20,6,0,1,0,0,1,1,1,1,0.10539922456186433,0.6,0.0535714285714286,1.0,0.37879518314155414
3,45,86,6,90,18,3,0,1,1,1,1,1,1,1,0.049787068367863944,0.6,0.48809523809523814,0.5,0.4837030458718508
5,45,97,8,120,15,0,1,0,0,2,1,1,1,1,0.17377394345044514,1.0,0.42261904761904767,0.375,0.5111539570397714
4,90,67,6,90,19,2,0,0,1,0,1,1,1,1,0.06392786120670757,0.8,0.6011904761904762,1.0,0.5598766156148886
3,45,167,9,150,15,6,0,0,0,5,1,1,1,1,0.22313016014842982,0.6,0.005952380952380931,0.3,0.2579074242060052
2,60,124,8,90,17,4,1,0,0,5,1,1,1,1,0.10539922456186433,0.4,0.26190476190476186,0.6666666666666666,0.28525560029154023
5,90,143,8,150,15,1,0,0,1,2,1,1,1,1,0.17377394345044514,1.0,0.14880952380952384,0.6,0.46150466311641425
1,30,123,9,60,14,3,1,0,1,5,1,1,1,1,0.2865047968601901,0.2,0.2678571428571429,0.5,0.27434578926305064
4,120,95,7,120,9,5,1,0,0,2,1,1,1,1,0.6065306597126334,0.8,0.43452380952380953,1.0,0.6090936894580441
1,120,166,9,120,17,5,1,0,1,4,1,1,1,1,0.1353352832366127,0.2,0.011904761904761862,1.0,0.17861870710278552
2,90,154,9,120,16,6,1,0,1,0,1,1,1,1,0.17377394345044514,0.4,0.08333333333333337,0.75,0.2508468164944231
1,30,141,6,30,18,0,1,1,1,3,1,1,1,1,0.049787068367863944,0.2,0.1607142857142857,1.0,0.23801699029596726
5,45,74,8,60,22,2,1,0,1,5,1,1,1,1,0.0820849986238988,1.0,0.5595238095238095,0.75,0.6419851179782323
4,30,149,11,60,18,0,1,0,1,2,1,1,1,1,0.17377394345044514,0.8,0.11309523809523814,0.5,0.37064108967860127
1,45,164,11,180,8,6,0,0,1,0,1,1,1,1,0.4723665527410147,0.2,0.023809523809523836,0.25,0.2102553900569432
5,120,165,6,180,15,2,0,0,1,4,1,1,1,1,0.10539922456186433,1.0,0.017857142857142905,0.6666666666666666,0.45256305881915393
3,45,146,11,120,12,5,1,0,0,0,1,1,1,1,0.7788007830714049,0.6,0.13095238095238093,0.375,0.48619943382557435
2,120,107,6,150,13,2,0,0,1,4,1,1,1,1,0.17377394345044514,0.4,0.36309523809523814,0.8,0.37917790299200005
4,30,148,10,150,18,2,1,0,1,2,1,1,1,1,0.1353352832366127,0.8,0.11904761904761907,0.2,0.3429491992608534
5,45,163,9,60,7,3,0,1,0,4,1,1,1,1,0.6065306597126334,1.0,0.029761904761904767,0.75,0.5046452143184506
3,90,132,7,150,21,2,0,0,1,2,1,1,1,1,0.0820849986238988,0.6,0.2142857142857143,0.6,0.35422805480102515
1,60,84,7,120,15,5,1,1,0,4,1,1,1,1,0.1353352832366127,0.2,0.5,0.5,0.2502420999351074
4,60,127,6,150,18,6,0,1,0,0,1,1,1,1,0.049787068367863944,0.8,0.24404761904761907,0.4,0.39833247362838764
2,150,115,6,180,8,1,1,0,1,5,1,1,1,1,0.6065306597126334,0.4,0.31547619047619047,0.8333333333333334,0.441803559043127
3,30,146,9,45,19,0,1,0,1,1,1,1,1,1,0.0820849986238988,0.6,0.13095238095238093,0.6666666666666666,0.3408616370736404
1,60,33,6,60,18,1,0,1,0,0,1,1,1,1,0.049787068367863944,0.2,0.8035714285714286,1.0,0.39097912862379414
4,60,126,7,150,14,0,1,0,1,3,1,1,1,1,0.17377394345044514,0.8,0.25,0.4,0.44808575214484486
3,120,166,10,150,9,1,0,0,0,1,1,1,1,1,0.7788007830714049,0.6,0.011904761904761862,0.8,0.45693353321387414
1,30,133,8,150,20,4,1,0,1,5,1,1,1,1,0.049787068367863944,0.2,0.20833333333333337,0.2,0.20040275447889008
4,60,47,6,120,13,5,0,1,0,5,1,1,1,1,0.17377394345044514,0.8,0.7202380952380952,0.5,0.6076779581954302
1,30,78,6,90,12,5,0,0,0,4,1,1,1,1,0.22313016014842982,0.2,0.5357142857142857,0.3333333333333333,0.27971449527382447
4,90,145,6,120,19,4,1,1,1,0,1,1,1,1,0.06392786120670757,0.8,0.13690476190476186,0.75,0.4538300580307832
1,90,160,7,150,20,6,0,1,0,0,1,1,1,1,0.06392786120670757,0.2,0.04761904761904767,0.6,0.14416579145276512
1,30,126,7,180,21,3,1,0,0,1,1,1,1,1,0.0820849986238988,0.2,0.25,0.16666666666666666,0.14650545882801896
5,120,156,10,120,16,3,0,1,0,2,1,1,1,1,0.22313016014842982,1.0,0.0714285714285714,1.0,0.493834671063068
5,90,59,6,150,14,5,1,0,1,1,1,1,1,1,0.1353352832366127,1.0,0.6488095238095238,0.6,0.6044130770087606
5,30,127,9,150,20,1,1,0,1,4,1,1,1,1,0.06392786120670757,1.0,0.24404761904761907,0.2,0.4539237249097112
1,30,85,7,60,19,0,0,0,1,1,1,1,1,1,0.049787068367863944,0.2,0.49404761904761907,0.5,0.29309439795671677
4,30,128,7,120,22,6,1,0,1,3,1,1,1,1,0.10539922456186433,0.8,0.23809523809523814,0.25,0.41017115708069096
1,60,149,11,90,14,0,0,0,0,4,1,1,1,1,0.4723665527410147,0.2,0.11309523809523814,0.6666666666666666,0.25738878656231773
2,45,141,9,150,22,2,1,1,0,0,1,1,1,1,0.06392786120670757,0.4,0.1607142857142857,0.3,0.2449498406415719
5,30,147,9,180,17,3,1,0,0,2,1,1,1,1,0.1353352832366127,1.0,0.125,0.16666666666666666,0.45446979765400025
1,30,64,7,150,15,4,0,0,1,4,1,1,1,1,0.1353352832366127,0.2,0.6190476190476191,0.2,0.3248862089462046
1,180,128,8,180,13,6,0,0,0,2,1,1,1,1,0.2865047968601901,0.2,0.23809523809523814,1.0,0.2428419110598774
3,90,160,6,180,11,0,1,0,0,1,1,1,1,1,0.2865047968601901,0.6,0.04761904761904767,0.5,0.30403641536907267
4,60,89,7,180,16,5,0,0,1,2,1,1,1,1,0.10539922456186433,0.8,0.47023809523809523,0.3333333333333333,0.5309548277638424
3,90,97,6,150,17,4,1,0,1,2,1,1,1,1,0.06392786120670757,0.6,0.42261904761904767,0.6,0.34425783580991476
1,30,121,6,180,15,3,1,0,0,0,1,1,1,1,0.10539922456186433,0.2,0.27976190476190477,0.16666666666666666,0.18369403132986523
3,60,61,6,60,20,4,1,0,1,2,1,1,1,1,0.0820849986238988,0.6,0.6369047619047619,1.0,0.526503865775448
5,30,147,8,120,12,5,1,0,1,3,1,1,1,1,0.36787944117144233,1.0,0.125,0.25,0.5264846453836832
2,45,95,6,60,10,6,1,0,0,0,1,1,1,1,0.36787944117144233,0.4,0.43452380952380953,0.75,0.3814331460450076
3,60,142,8,150,13,2,0,0,1,4,1,1,1,1,0.2865047968601901,0.6,0.15476190476190477,0.4,0.3696849502810034
5,45,160,9,150,19,6,1,1,0,4,1,1,1,1,0.0820849986238988,1.0,0.04761904761904767,0.3,0.4218938760000861
1,30,126,10,30,6,4,1,0,1,0,1,1,1,1,0.36787944117144233,0.2,0.25,1.0,0.24251676171142142
3,60,29,6,120,19,2,0,0,0,3,1,1,1,1,0.06392786120670757,0.6,0.8273809523809523,0.5,0.47564512467065617
2,90,155,7,180,7,2,1,0,0,0,1,1,1,1,1.0,0.4,0.07738095238095233,0.5,0.4537589424925462
5,60,86,7,150,13,5,0,1,1,2,1,1,1,1,0.22313016014842982,1.0,0.48809523809523814,0.4,0.6099107937827152
1,60,138,8,90,10,3,1,1,0,1,1,1,1,1,0.6065306597126334,0.2,0.1785714285714286,0.6666666666666666,0.33806379836906547
4,45,69,6,180,16,5,0,1,0,2,1,1,1,1,0.0820849986238988,0.8,0.5892857142857143,0.25,0.5362172397040944
2,30,104,8,30,19,5,0,0,0,2,1,1,1,1,0.06392786120670757,0.4,0.38095238095238093,1.0,0.30156710384085933
2,45,36,6,120,18,1,0,0,1,4,1,1,1,1,0.049787068367863944,0.4,0.7857142857142857,0.375,0.4405319170250518
5,45,159,6,150,13,5,1,0,1,0,1,1,1,1,0.17377394345044514,1.0,0.0535714285714286,0.3,0.43037455002759284
3,45,130,9,45,11,2,1,1,0,1,1,1,1,1,0.6065306597126334,0.6,0.22619047619047616,1.0,0.5170943595046008
4,45,108,6,150,10,3,1,0,1,3,1,1,1,1,0.36787944117144233,0.8,0.3571428571428571,0.3,0.5343614937831389
2,30,156,6,30,21,5,0,0,0,0,1,1,1,1,0.10539922456186433,0.4,0.0714285714285714,1.0,0.21407702059606046
2,30,94,7,60,22,5,0,0,0,4,1,1,1,1,0.10539922456186433,0.4,0.44047619047619047,0.5,0.3555068010580523
4,90,86,8,180,21,5,0,0,0,1,1,1,1,1,0.06392786120670757,0.8,0.48809523809523814,0.5,0.47517702927430533
2,30,141,7,120,21,3,0,0,1,3,1,1,1,1,0.0820849986238988,0.4,0.1607142857142857,0.25,0.22032263771927021
5,45,150,9,60,8,6,0,0,0,1,1,1,1,1,0.7788007830714049,1.0,0.1071428571428571,0.75,0.6120368497412576
4,30,160,8,45,6,5,1,0,1,0,1,1,1,1,0.6065306597126334,0.8,0.04761904761904767,0.6666666666666666,0.5258053797010659
